year,state,state_po,totalvotes,dem,other,rep
1976,WASHINGTON,WA,1555534,0.461142604,0.038879896,0.4999775
1976,WEST VIRGINIA,WV,750590,0.580695186,NA,0.419304814
1976,WISCONSIN,WI,2101336,0.495033636,0.026705391,0.478260973
1976,WYOMING,WY,156343,0.398092655,0.00887152,0.593035825
1980,ALABAMA,AL,1341929,0.474488591,0.038010208,0.487501202
1980,ALASKA,AK,158445,0.264079018,0.192439017,0.543481965
1980,ARIZONA,AZ,873945,0.282446836,0.11146468,0.606088484
1980,ARKANSAS,AR,837582,0.475226306,0.043430972,0.481342722
1980,CALIFORNIA,CA,8582938,0.359194369,0.113830602,0.526975029
1980,COLORADO,CO,1184450,0.310700325,0.138610325,0.550689349
1980,CONNECTICUT,CT,1406285,0.385222057,0.133218373,0.48155957
1980,DELAWARE,DE,235668,0.44874145,0.079187671,0.472070879
1980,DISTRICT OF COLUMBIA,DC,173889,0.74893179,0.116999925,0.134068285
1980,FLORIDA,FL,3686927,0.385002198,0.059806175,0.555191627
1980,GEORGIA,GA,1596805,0.557961053,0.032365881,0.409673066
1980,HAWAII,HI,303287,0.448021181,0.12297263,0.429006189
1980,IDAHO,ID,437431,0.251907158,0.083533174,0.664559668
1980,ILLINOIS,IL,4749721,0.417164082,0.086375389,0.496460529
1980,INDIANA,IN,2242033,0.376531924,0.063415659,0.560052417
1980,IOWA,IA,1317661,0.38604163,0.100908352,0.513050018
1980,KANSAS,KS,979795,0.332875755,0.088623641,0.578500605
1980,KENTUCKY,KY,1295627,0.476539158,0.033139167,0.490321674
1980,LOUISIANA,LA,1548591,0.457482318,0.030534208,0.511983474
1980,MAINE,ME,523011,0.422503542,0.12144104,0.456055418
1980,MARYLAND,MD,1540496,0.471381295,0.086809054,0.441809651
1980,MASSACHUSETTS,MA,2524090,0.417497791,0.163487435,0.419014774
1980,MICHIGAN,MI,3909725,0.424974135,0.085164046,0.489861819
1980,MINNESOTA,MN,2051916,0.465015624,0.109397753,0.425586622
1980,MISSISSIPPI,MS,891750,0.481391646,0.023975329,0.494633025
1980,MISSOURI,MO,2099824,0.443457166,0.044985199,0.511557635
1980,MONTANA,MT,363952,0.324306502,0.107448235,0.568245263
1980,NEBRASKA,NE,639533,0.260227385,0.08427243,0.655500185
1980,NEVADA,NV,243692,0.273566633,0.090314824,0.636118543
1980,NEW HAMPSHIRE,NH,383990,0.283507383,0.13912081,0.577371807
1980,NEW JERSEY,NJ,2975684,0.38557992,0.094688482,0.519731598
1980,NEW MEXICO,NM,456237,0.367848289,0.082483446,0.549668265
1980,NEW YORK,NY,6201959,0.439920999,0.134777898,0.425301102
1980,NORTH CAROLINA,NC,1855833,0.471828554,0.035121695,0.493049752
1980,NORTH DAKOTA,ND,301116,0.262985029,0.093757887,0.643257084
1980,OHIO,OH,4283603,0.409098135,0.075787602,0.515114262
1980,OKLAHOMA,OK,1149708,0.349676614,0.045326292,0.604997095
1980,OREGON,OR,1181516,0.386698107,0.129987237,0.483314657
1980,PENNSYLVANIA,PA,4561501,0.424759306,0.079379353,0.49586134
1980,RHODE ISLAND,RI,415967,0.476821479,0.151050444,0.372128077
1980,SOUTH CAROLINA,SC,888258,0.482089663,0.023372714,0.494537623
1980,SOUTH DAKOTA,SD,327703,0.316918063,0.07782962,0.605252317
1980,TENNESSEE,TN,1617616,0.484077185,0.028933937,0.486988877
1980,TEXAS,TX,4541636,0.414200301,0.032980186,0.552819513
1980,UTAH,UT,604152,0.205686648,0.066537891,0.72777546
1980,VERMONT,VT,213299,0.384211834,0.172148018,0.443640148
1980,VIRGINIA,VA,1866032,0.403087407,0.066584603,0.53032799
1980,WASHINGTON,WA,1742394,0.37316072,0.130255843,0.496583436
1980,WEST VIRGINIA,WV,737715,0.498108348,0.048863043,0.453028609
1980,WISCONSIN,WI,2273221,0.431803155,0.0892091,0.478987745
1980,WYOMING,WY,176713,0.279702116,0.093858403,0.626439481
1984,ALABAMA,AL,1441713,0.382807813,0.011767252,0.605424935
1984,ALASKA,AK,207605,0.298677778,0.034782399,0.666539823
1984,ARIZONA,AZ,1025897,0.325426432,0.01035874,0.664214829
1984,ARKANSAS,AR,884406,0.38290785,0.012421897,0.604670253
1984,CALIFORNIA,CA,9505041,0.412677757,0.012152814,0.575169429
1984,COLORADO,CO,1295380,0.351228983,0.014349457,0.63442156
1984,CONNECTICUT,CT,1466900,0.388299816,0.004380667,0.607319517
1984,DELAWARE,DE,254572,0.399321214,0.002851845,0.597826941
1984,DISTRICT OF COLUMBIA,DC,211288,0.853848775,0.008855212,0.137296013
1984,FLORIDA,FL,4180051,0.34660247,0.00021172,0.65318581
1984,GEORGIA,GA,1776103,0.397853052,0.000423962,0.601722986
1984,HAWAII,HI,335846,0.438159156,0.010844256,0.550996588
1984,IDAHO,ID,411144,0.263922129,0.012431168,0.723646703
1984,ILLINOIS,IL,4819088,0.432965532,0.005288553,0.561745915
1984,INDIANA,IN,2233069,0.376827138,0.006429716,0.616743146
1984,IOWA,IA,1319805,0.458870818,0.00840806,0.532721122
1984,KANSAS,KS,1021991,0.325980366,0.011297555,0.662722079
1984,KENTUCKY,KY,1369345,0.394012466,0.005918158,0.600069376
1984,LOUISIANA,LA,1706822,0.381753926,0.010509004,0.607737069
1984,MAINE,ME,553144,0.387810407,0.003848907,0.608340685
1984,MARYLAND,MD,1675873,0.470163909,0.004785565,0.525050526
1984,MASSACHUSETTS,MA,2559383,0.484337827,0.003454348,0.512207825
1984,MICHIGAN,MI,3801658,0.402360759,0.005378969,0.592260272
1984,MINNESOTA,MN,2084449,0.497188466,0.007427382,0.495384152
1984,MISSISSIPPI,MS,941104,0.374232816,0.006943972,0.618823212
1984,MISSOURI,MO,2122771,0.399752493,NA,0.600247507
1984,MONTANA,MT,384377,0.381765818,0.013489361,0.604744821
1984,NEBRASKA,NE,652090,0.288098269,0.006394823,0.705506909
1984,NEVADA,NV,282717,0.324193451,0.008107047,0.667699502
1984,NEW HAMPSHIRE,NH,388904,0.30945169,0.003874992,0.686673318
1984,NEW JERSEY,NJ,3217862,0.391975479,0.007119323,0.600905197
1984,NEW MEXICO,NM,514370,0.392264323,0.010692692,0.597042985
1984,NEW YORK,NY,6806810,0.440923869,0.063025999,0.496050132
1984,NORTH CAROLINA,NC,2175361,0.378919637,0.002111374,0.61896899
1984,NORTH DAKOTA,ND,308971,0.33798965,0.013612928,0.648397422
1984,OHIO,OH,4563235,0.400031995,0.012981142,0.586986863
1984,OKLAHOMA,OK,1255676,0.306671466,0.007220015,0.686108518
1984,OREGON,OR,1226527,0.437396812,0.003544969,0.559058219
1984,PENNSYLVANIA,PA,4844903,0.459891767,0.006697554,0.533410679
1984,RHODE ISLAND,RI,410489,0.480173647,0.003174263,0.516652091
1984,SOUTH CAROLINA,SC,968529,0.355651715,0.008808203,0.635540082
1984,SOUTH DAKOTA,SD,317867,0.365287998,0.004678057,0.630033945
1984,TENNESSEE,TN,1711993,0.415722494,0.005880281,0.578397225
1984,TEXAS,TX,5397571,0.361139483,0.002754387,0.63610613
1984,UTAH,UT,629656,0.246752195,0.008229891,0.745017915
1984,VERMONT,VT,234561,0.408124113,0.012644898,0.579230989
1984,VIRGINIA,VA,2146635,0.370929385,0.006199004,0.622871611
1984,WASHINGTON,WA,1874910,0.425808172,0.013274237,0.560917591
1984,WEST VIRGINIA,WV,735742,0.445978346,0.002900473,0.551121181
1984,WISCONSIN,WI,2211689,0.450217006,0.007851466,0.541931528
