pcon,share_conservative_poll,share_labor_poll,N,share_joint_poll,sd_poll,share_conservative,share_labor,share_joint,year
solihull,0.49990023155186236,0.5000997684481376,22,0.5262918956886773,0.10660035605566001,0.825503355704698,0.174496644295302,59.6,2015
somerton and frome,0.6348893515728693,0.3651106484271308,20,0.5482930795689116,0.10765799153621873,0.87893864013267,0.12106135986733002,60.3,2015
south basildon and east thurrock,0.6840314288773465,0.31596857112265364,20,0.5351995122765921,0.1039549020453971,0.6326530612244898,0.3673469387755102,68.6,2015
south cambridgeshire,0.7684005452930264,0.2315994547069736,18,0.5711190195177369,0.09943203912623104,0.742732558139535,0.25726744186046513,68.8,2015
south derbyshire,0.3818581767295392,0.6181418232704609,17,0.6041145936055888,0.1178340082724376,0.6482939632545931,0.35170603674540685,76.2,2015
south dorset,0.5129761098837318,0.4870238901162681,39,0.73464732296101,0.08003711007422093,0.6689466484268126,0.33105335157318744,73.1,2015
south east cambridgeshire,0.4680304141439614,0.5319695858560386,25,0.5591415911280717,0.09979537976884369,0.7613814756671899,0.23861852433281003,63.7,2015
south east cornwall,0.5751836889963465,0.42481631100365347,32,0.6524683280643867,0.08738338888715146,0.8444816053511706,0.15551839464882944,59.8,2015
south holland and the deepings,0.7638642224624174,0.23613577753758272,33,0.5501558196238907,0.07393192448263591,0.8277777777777778,0.17222222222222222,72,2015
south leicestershire,0.6592898669486442,0.3407101330513558,26,0.57120017582874,0.0929488565509763,0.7074468085106383,0.2925531914893617,75.2,2015
south norfolk,0.6020331281418292,0.39796687185817076,26,0.6635191463528712,0.09599463942597425,0.7469050894085283,0.2530949105914718,72.69999999999999,2015
south northamptonshire,0.6751316238703304,0.3248683761296697,28,0.6207983990305312,0.08850522872377596,0.7828348504551366,0.21716514954486343,76.9,2015
south ribble,0.5854608043181359,0.4145391956818642,35,0.7548983608377229,0.08327174978437375,0.5693251533742331,0.4306748466257669,81.5,2015
south shields,0.2774214427839469,0.722578557216053,26,0.7349432246535385,0.08780633976314453,0.24447717231222385,0.755522827687776,67.9,2015
south staffordshire,0.5501839275614768,0.44981607243852323,21,0.6903101635021109,0.10855798832542042,0.7634961439588689,0.23650385604113108,77.8,2015
south suffolk,0.6890725710641239,0.31092742893587616,23,0.5562114584343218,0.09651572588042928,0.7334254143646408,0.26657458563535913,72.4,2015
south swindon,0.49046001319804333,0.5095399868019568,26,0.6076856730009468,0.0980402171504944,0.5724907063197027,0.4275092936802974,80.7,2015
south thanet,0.5185824762831649,0.4814175237168351,19,0.5106938343029153,0.11462862037562999,0.6155088852988692,0.38449111470113084,61.900000000000006,2015
south west bedfordshire,0.5267079047241487,0.47329209527585114,27,0.6222336297206819,0.09608766981160444,0.7304116865869854,0.26958831341301465,75.3,2015
south west devon,0.6270871064150018,0.37291289358499824,23,0.5824355329555501,0.10083323886562967,0.7721691678035472,0.22783083219645292,73.3,2015
south west hertfordshire,0.5968359341094965,0.40316406589050346,21,0.49198197527000553,0.10704311589375948,0.7773224043715846,0.2226775956284153,73.2,2015
south west norfolk,0.5890607683862954,0.41093923161370466,17,0.4251406264446741,0.11932855768212665,0.7463343108504399,0.2536656891495601,68.2,2015
south west surrey,0.7443291258224984,0.2556708741775017,24,0.7261065875550197,0.08904663531796456,0.8631123919308357,0.13688760806916425,69.4,2015
south west wiltshire,0.8907974800753965,0.10920251992460346,24,0.5040888905237628,0.0636649202094843,0.7960725075528701,0.2039274924471299,66.2,2015
southampton - itchen,0.5322994910111666,0.46770050898883353,22,0.5429031672303091,0.10637770248258616,0.5325670498084291,0.46743295019157083,78.30000000000001,2015
southampton - test,0.4427091464746996,0.5572908535253004,31,0.7081638170193357,0.08921119525115714,0.44113667117726657,0.5588633288227334,73.9,2015
southend west,0.6448093498477011,0.3551906501522989,27,0.6854694844956822,0.09210104197679088,0.7312775330396476,0.26872246696035246,68.1,2015
southport,0.4292154975509587,0.5707845024490412,29,0.6248836142397509,0.09191254355374286,0.5932203389830508,0.4067796610169491,47.2,2015
spelthorne,0.7486984248464764,0.25130157515352347,23,0.5667060894482081,0.09044553813564836,0.7276720351390922,0.2723279648609077,68.30000000000001,2015
st albans,0.6554109851211956,0.3445890148788045,13,0.3390847748015783,0.13180621722923963,0.6671428571428571,0.33285714285714285,70,2015
st austell and newquay,0.698629379121884,0.30137062087811595,24,0.39009815864326897,0.09366304183740574,0.7976190476190476,0.20238095238095236,50.400000000000006,2015
st helens north,0.35183790188764485,0.6481620981123551,33,0.8170800772205671,0.0831296892380605,0.25684485006518903,0.7431551499348109,76.7,2015
st helens south and whiston,0.14001218746292693,0.859987812537073,23,0.7025910064538586,0.07235443402319047,0.21003963011889035,0.7899603698811096,75.7,2015
st ives,0.7069032004557926,0.29309679954420736,22,0.45441898669894604,0.09704522508068787,0.8046218487394958,0.19537815126050423,47.599999999999994,2015
stafford,0.7009513419963387,0.29904865800366137,29,0.7365441105844948,0.08501897519435872,0.6205128205128205,0.3794871794871795,78,2015
staffordshire moorlands,0.7095279799158901,0.2904720200841099,21,0.8693768685911054,0.09906660232782463,0.6526181353767561,0.34738186462324394,78.3,2015
stalybridge and hyde,0.5247782913999834,0.47522170860001667,22,0.6823931403014027,0.10646938020672626,0.389416553595658,0.6105834464043419,73.7,2015
stevenage,0.5574340475283986,0.44256595247160146,31,0.7785077463414187,0.08920822509895954,0.565438373570521,0.43456162642947904,78.7,2015
stockport,0.356155476319879,0.643844523680121,14,0.6911248819583755,0.12798123551276655,0.3293010752688172,0.6706989247311828,74.4,2015
stockton north,0.4872973931519256,0.5127026068480744,17,0.6694045620095896,0.12122867156966169,0.3631647211413749,0.6368352788586252,77.1,2015
stockton south,0.26428046777184877,0.7357195322281512,25,0.7420491009569585,0.08818986384526094,0.558472553699284,0.441527446300716,83.8,2015
stoke-on-trent central,0.3897627061140866,0.6102372938859134,15,0.6192898632047596,0.12592265854793852,0.3651050080775445,0.6348949919224556,61.9,2015
stoke-on-trent north,0.4762870051977348,0.5237129948022652,27,0.7464849321195939,0.0961167680822361,0.40713224368499257,0.5928677563150074,67.3,2015
stoke-on-trent south,0.7055244360766323,0.2944755639233677,28,0.6388858158273284,0.08613936095806407,0.45479833101529904,0.545201668984701,71.9,2015
stone,0.5389760430118158,0.46102395698818416,21,0.6032001810757672,0.10877693822268558,0.7303070761014686,0.26969292389853133,74.9,2015
stourbridge,0.4958365975005028,0.5041634024994971,29,0.740644014247773,0.09284445020452352,0.5940721649484537,0.40592783505154645,77.6,2015
stratford-on-avon,0.7192936324365381,0.2807063675634619,16,0.4658192097536575,0.11233607578734127,0.8161244695898161,0.18387553041018387,70.7,2015
streatham,0.43107446892309403,0.5689255310769059,42,0.671388437243162,0.07641510558187875,0.32138284250960314,0.678617157490397,78.1,2015
stretford and urmston,0.28105996759987123,0.7189400324001287,28,0.8138259279463332,0.08495067102497748,0.3440594059405941,0.655940594059406,80.8,2015
stroud,0.4280584743779814,0.5719415256220187,25,0.6820250739084348,0.09895946986340952,0.5479616306954437,0.4520383693045564,83.4,2015
suffolk coastal,0.6890867830443551,0.3109132169556448,16,0.3854611033283307,0.1157168387913836,0.742489270386266,0.2575107296137339,69.9,2015
sunderland central,0.41299447942700324,0.5870055205729967,34,0.7726017932487359,0.08444107576393867,0.3179347826086957,0.6820652173913044,73.6,2015
surrey heath,0.8084791169073755,0.19152088309262455,29,0.5929419620435556,0.07307073437289843,0.8424753867791843,0.15752461322081576,71.1,2015
sutton and cheam,0.6820736412934479,0.31792635870655217,33,0.4345234073712618,0.08106286171782474,0.7889733840304183,0.21102661596958175,52.6,2015
sutton coldfield,0.6046899093171143,0.39531009068288564,24,0.6235635570040542,0.09979980437672344,0.7090909090909091,0.2909090909090909,77,2015
tamworth,0.6085762344020904,0.3914237655979095,20,0.614701800326764,0.10913551239698797,0.657030223390276,0.3429697766097241,76.1,2015
tatton,0.6847820696148206,0.31521793038517937,22,0.6725492145870922,0.09905360962374768,0.7610389610389611,0.23896103896103893,77,2015
taunton deane,0.7120127430320667,0.2879872569679331,24,0.5776646828721581,0.0924325422474905,0.8394415357766144,0.16055846422338568,57.3,2015
telford,0.4414969360689632,0.5585030639310368,25,0.7759526599718075,0.0993131192764946,0.5116279069767442,0.48837209302325574,77.4,2015
tewkesbury,0.5794144288230539,0.4205855711769461,27,0.6528560319099665,0.09500357663729339,0.7864357864357865,0.2135642135642136,69.3,2015
the cotswolds,0.740387039637764,0.25961296036223597,20,0.6776317253017314,0.0980341958640433,0.8588770864946889,0.1411229135053111,65.9,2015
the wrekin,0.7713909803700515,0.22860901962994853,26,0.8162569447697807,0.08235638683695261,0.6556728232189973,0.3443271767810026,75.80000000000001,2015
thirsk and malton,0.5865862532300062,0.41341374676999376,29,0.6871201267588193,0.09144488084531262,0.7723935389133628,0.22760646108663732,68.1,2015
thornbury and yate,0.6537918519471433,0.3462081480528567,14,0.4324836325783366,0.12715234571025083,0.8401639344262296,0.1598360655737705,48.8,2015
thurrock,0.6048337968758084,0.39516620312419165,23,0.7681543925947123,0.10193985333062648,0.5082956259426847,0.49170437405731515,66.30000000000001,2015
tiverton and honiton,0.5770647694682043,0.4229352305317957,18,0.5043858287897861,0.11644288569146787,0.8095952023988006,0.19040479760119938,66.7,2015
tonbridge and malling,0.8206516822686337,0.17934831773136634,13,0.45871118474052563,0.10640362148922707,0.8070652173913044,0.19293478260869565,73.6,2015
tooting,0.23866233635747514,0.7613376636425249,27,0.7169357554636054,0.08203491252303328,0.4702581369248036,0.5297418630751964,89.1,2015
torbay,0.5364125773194829,0.4635874226805171,24,0.5092259338557623,0.1017910695601847,0.8238866396761133,0.1761133603238866,49.400000000000006,2015
torridge and west devon,0.6946384182959248,0.30536158170407524,35,0.6186812623173251,0.07784891707169739,0.8276422764227642,0.17235772357723578,61.5,2015
totnes,0.5195138750488577,0.48048612495114235,24,0.7061871023829962,0.10198431429239858,0.806697108066971,0.1933028919330289,65.7,2015
tottenham,0.41209078684493894,0.5879092131550612,24,0.6826724446579899,0.1004722122119797,0.15132408575031525,0.8486759142496847,79.3,2015
truro and falmouth,0.6934577865757492,0.30654221342425086,18,0.4117245403930342,0.10867231192218085,0.7432432432432432,0.25675675675675674,59.2,2015
tunbridge wells,0.8502310410122144,0.14976895898778567,24,0.598090214531697,0.07284064167513805,0.8052126200274348,0.19478737997256512,72.9,2015
twickenham,0.7238180630961314,0.2761819369038685,35,0.4846784185821562,0.07557502887516979,0.7821969696969697,0.2178030303030303,52.8,2015
tynemouth,0.15563749902031282,0.8443625009796872,37,0.6624727933252843,0.059596496341560154,0.4049382716049382,0.5950617283950618,81,2015
uxbridge and south ruislip,0.6488311125522181,0.3511688874477819,35,0.665087004484811,0.08068444706500025,0.6553524804177546,0.34464751958224543,76.6,2015
vauxhall,0.3500184508467422,0.6499815491532578,37,0.9159329471146295,0.07841427319632445,0.3366214549938348,0.6633785450061652,81.1,2015
wakefield,0.310198737827823,0.689801262172177,41,0.7395826432335205,0.07224205262693194,0.4590604026845638,0.5409395973154362,74.5,2015
wallasey,0.20624161799479296,0.7937583820052071,41,0.7521840742542991,0.0631888406714896,0.2731648616125151,0.726835138387485,83.1,2015
walsall north,0.676930118653345,0.3230698813466552,15,0.531415916111964,0.12074649287199836,0.46428571428571425,0.5357142857142857,72.8,2015
walsall south,0.3060306248191831,0.6939693751808168,25,0.8273467791160025,0.09216851555535946,0.41,0.5900000000000001,80,2015
walthamstow,0.3581313408901331,0.641868659109867,30,0.5342466089549845,0.08753538019231012,0.16281895504252733,0.8371810449574726,82.30000000000001,2015
wansbeck,0.3627837995134393,0.6372162004865608,27,0.7666265672046806,0.09253061842079366,0.30362116991643456,0.6963788300835655,71.8,2015
wantage,0.8407274070221673,0.1592725929778327,30,0.5992672201927116,0.06680938908665217,0.7691197691197691,0.23088023088023088,69.3,2015
warley,0.22384186366127046,0.7761581363387294,17,0.4384597169375285,0.10109305082707064,0.24903225806451615,0.7509677419354839,77.5,2015
warrington north,0.46198460968066646,0.5380153903193335,18,0.5921408694308541,0.11751000668947038,0.37105263157894736,0.6289473684210526,76,2015
warrington south,0.5423370222332647,0.4576629777667352,28,0.6389992308736797,0.0941517727145948,0.5277777777777778,0.47222222222222215,82.80000000000001,2015
warwick and leamington,0.6273792003391205,0.3726207996608794,35,0.7181496011177377,0.08172681660279939,0.5785024154589372,0.4214975845410628,82.8,2015
washington and sunderland west,0.2031977141935588,0.7968022858064412,25,0.7287199352317381,0.0804756865494347,0.25575101488497964,0.7442489851150202,73.9,2015
watford,0.6223772754905247,0.37762272450947537,25,0.5798208276541796,0.09695850709319244,0.6258992805755396,0.37410071942446044,69.5,2015
waveney,0.5259897028402616,0.47401029715973836,31,0.5964742541060746,0.08968125192398928,0.5293383270911362,0.470661672908864,80.1,2015
wealden,0.8279477894596614,0.17205221054033853,29,0.6605689675033078,0.07008621473696462,0.84070796460177,0.15929203539823011,67.8,2015
weaver vale,0.5979045426035758,0.4020954573964241,34,0.6940442716115345,0.08408936082553253,0.5106382978723405,0.4893617021276596,84.6,2015
wellingborough,0.46639747229094586,0.533602527709054,32,0.7362417280101929,0.08818851791254528,0.7276536312849162,0.27234636871508383,71.6,2015
wells,0.6392653279601802,0.36073467203981985,22,0.7093358426566988,0.10238189835302994,0.8747628083491461,0.12523719165085387,52.7,2015
welwyn hatfield,0.49992395067804146,0.5000760493219585,28,0.6011624780046074,0.09449111715932815,0.6579634464751959,0.3420365535248042,76.6,2015
wentworth and dearne,0.09187633328457931,0.9081236667154207,22,0.5852346193849575,0.061583303768428625,0.2075208913649025,0.7924791086350975,71.8,2015
west bromwich east,0.3272883801970603,0.6727116198029397,16,0.7681065597237093,0.11730587591448818,0.33155792276964047,0.6684420772303596,75.1,2015
west bromwich west,0.541908017937802,0.4580919820621979,14,0.7045969175203788,0.1331604075736491,0.3356741573033708,0.6643258426966293,71.19999999999999,2015
west dorset,0.7957924693607107,0.20420753063928937,27,0.6321091344432037,0.07758073812809299,0.8338870431893688,0.16611295681063123,60.2,2015
west ham,0.36691460492860095,0.6330853950713992,27,0.5600274746054852,0.0927538114657988,0.1837708830548926,0.8162291169451074,83.80000000000001,2015
west lancashire,0.2342957164080816,0.7657042835919184,36,0.8551408173568971,0.07059297133743113,0.3965728274173807,0.6034271725826194,81.69999999999999,2015
west suffolk,0.8462567338510656,0.15374326614893435,19,0.5083448254918792,0.08275082262678797,0.7489239598278336,0.2510760401721664,69.7,2015
west worcestershire,0.75958313347656,0.24041686652344002,25,0.5783114385762669,0.08546732634509878,0.8071942446043165,0.19280575539568345,69.5,2015
westminster north,0.30959003474406976,0.6904099652559302,19,0.6587469397350114,0.10606453971924121,0.4717832957110609,0.5282167042889391,88.6,2015
westmorland and lonsdale,0.8013591656191282,0.19864083438087174,9,0.2505360478778254,0.1329923361607072,0.8601036269430052,0.13989637305699482,38.6,2015
weston-super-mare,0.5316406970686027,0.46835930293139727,34,0.6370734568626326,0.08557742732358756,0.7239819004524887,0.27601809954751133,66.3,2015
wigan,0.2844916207557815,0.7155083792442186,27,0.6242172090415503,0.08682808439574403,0.2839506172839506,0.7160493827160493,72.9,2015
wimbledon,0.6316257234251489,0.3683742765748511,28,0.6828221268757749,0.09115815709382831,0.6670934699103714,0.3329065300896287,78.1,2015
winchester,0.7910403652359068,0.20895963476409313,21,0.4616108426148041,0.08871986565625696,0.8688783570300158,0.13112164296998421,63.3,2015
windsor,0.8056169055356661,0.19438309446433394,19,0.6652388778932341,0.09078555039525078,0.8255208333333334,0.17447916666666669,76.8,2015
wirral south,0.1946309398040391,0.805369060195961,19,0.748178049336574,0.09082943444635103,0.43559718969555034,0.5644028103044496,85.4,2015
wirral west,0.5097050185661405,0.4902949814338596,23,0.6965244955924279,0.10423756575093071,0.49440715883668906,0.5055928411633109,89.4,2015
witham,0.777695527884298,0.22230447211570195,32,0.6997040625759101,0.07350280474943224,0.7844474761255116,0.21555252387448842,73.3,2015
witney,0.5912649616839355,0.4087350383160645,19,0.4898532038949671,0.1127808090171816,0.7777777777777778,0.2222222222222222,77.4,2015
woking,0.7270802435787804,0.2729197564212195,17,0.43392431675938287,0.10803990629180163,0.7773167358229598,0.2226832641770401,72.30000000000001,2015
wokingham,0.6344708241095192,0.3655291758904808,29,0.5307521297094225,0.08942683340707908,0.7991689750692521,0.20083102493074792,72.2,2015
wolverhampton north east,0.46099220431413507,0.5390077956858648,14,0.5673581152163769,0.13322333340129322,0.39342105263157895,0.6065789473684211,76,2015
wolverhampton south east,0.4600066662103898,0.5399933337896102,21,0.8693411393724184,0.10875935280031099,0.294973544973545,0.705026455026455,75.6,2015
wolverhampton south west,0.5122735154224272,0.4877264845775728,23,0.6717936799656454,0.1042257918549446,0.4881516587677725,0.5118483412322274,84.4,2015
worcester,0.476180671766788,0.523819328233212,33,0.6201378090871147,0.08694000711088051,0.5712484237074401,0.4287515762925599,79.3,2015
workington,0.32459165416943425,0.6754083458305657,19,0.627526803926399,0.10741751112095385,0.416551724137931,0.5834482758620689,72.5,2015
worsley and eccles south,0.3823141507977976,0.6176858492022024,24,0.7248223507158587,0.09919468250565747,0.405114401076716,0.594885598923284,74.30000000000001,2015
worthing west,0.898028416137124,0.10197158386287598,32,0.5733577041466867,0.05349456162410707,0.7663690476190476,0.23363095238095236,67.2,2015
wycombe,0.6127926776639079,0.38720732233609206,24,0.6650549296096968,0.09943126014685677,0.6955345060893098,0.3044654939106901,73.9,2015
wyre and preston north,0.8551816660765356,0.14481833392346452,30,0.7546386459222838,0.06425106590117044,0.6820512820512821,0.317948717948718,78,2015
wyre forest,0.6191171729431256,0.38088282705687426,21,0.6866953787686876,0.10596744763190644,0.7012383900928792,0.2987616099071208,64.6,2015
wythenshawe and sale east,0.19256788768889713,0.8074321123111029,25,0.5875694192409282,0.07886329851583268,0.3390501319261214,0.6609498680738787,75.8,2015
yeovil,0.6763279949908598,0.3236720050091402,17,0.3596217500361217,0.11347672427379969,0.8568548387096774,0.14314516129032256,49.6,2015
york central,0.36671834355370164,0.6332816564462984,37,0.5288074222698161,0.07922530309271948,0.4002828854314003,0.5997171145685997,70.7,2015
york outer,0.4843703522157886,0.5156296477842115,31,0.5780394698545754,0.08975876524906536,0.6644113667117726,0.3355886332882273,73.9,2015
ynys mon,0.566803922278233,0.43319607772176705,22,0.5243410196876903,0.10564460920038463,0.40535372848948376,0.5946462715105163,52.3,2015
delyn,0.3615372130041785,0.6384627869958215,43,0.6925165302363157,0.07326728014563094,0.4461118690313779,0.553888130968622,73.30000000000001,2015
alyn and deeside,0.3327434031136202,0.6672565968863798,41,0.6232769844659345,0.07358837905306938,0.4436717663421418,0.5563282336578581,71.9,2015
wrexham,0.5010993036140394,0.4989006963859606,28,0.6340275150930501,0.09449088987296306,0.4593023255813953,0.5406976744186046,68.80000000000001,2015
llanelli,0.5498045920368658,0.45019540796313423,24,0.4323514482777397,0.1015544809884579,0.25852782764811494,0.7414721723518851,55.699999999999996,2015
gower,0.46290225536039886,0.5370977446396011,34,0.4720434256023314,0.08551294317969975,0.5006747638326586,0.4993252361673415,74.1,2015
swansea west,0.2714761073096924,0.7285238926903077,48,0.38473951288636377,0.06418995742937338,0.34662576687116564,0.6533742331288344,65.2,2015
swansea east,0.4568918676816503,0.5431081323183498,33,0.577706560397507,0.08671473415187883,0.2240117130307467,0.7759882869692534,68.3,2015
aberavon,0.20845217270415434,0.7915478272958457,24,0.5381564031955273,0.08291558568786282,0.19572368421052633,0.8042763157894737,60.8,2015
cardiff central,0.3241326561239106,0.6758673438760894,41,0.36865458179690014,0.0730971083739528,0.26873857404021934,0.7312614259597806,54.7,2015
cardiff north,0.4032385849862543,0.5967614150137458,74,0.6078604343999388,0.057025033450768974,0.5254027261462206,0.4745972738537795,80.69999999999999,2015
rhondda,0.285568535594421,0.7144314644055789,23,0.45809166412534447,0.09418278876111506,0.11672473867595817,0.8832752613240418,57.400000000000006,2015
torfaen,0.11523636431351891,0.8847636356864811,26,0.3696713623651091,0.0626212499731892,0.3407079646017699,0.65929203539823,67.80000000000001,2015
monmouth,0.5492066588727295,0.4507933411272706,47,0.6803718194944262,0.07257845420904266,0.650586701434159,0.3494132985658409,76.7,2015
newport east,0.4022510521599131,0.5977489478400869,40,0.5598004747843099,0.0775314683203143,0.40147058823529413,0.598529411764706,68,2015
newport west,0.4565810687099779,0.5434189312900221,40,0.6921908648755888,0.07875830057930916,0.44097693351424694,0.5590230664857531,73.7,2015
arfon,0.6482060323666071,0.3517939676333928,14,0.3613094783631944,0.1276252807385042,0.30184331797235026,0.6981566820276498,43.4,2015
aberconwy,0.4423351586258064,0.5576648413741935,39,0.49720218739323063,0.07952983089241825,0.5954088952654232,0.4045911047345767,69.7,2015
clwyd west,0.6211207348936817,0.37887926510631825,51,0.5794936894689567,0.0679287065106649,0.6284470246734397,0.37155297532656023,68.9,2015
vale of clwyd,0.3442343515970811,0.6557656484029188,33,0.5008687985559731,0.08270741837264188,0.5038759689922481,0.4961240310077519,77.4,2015
dwyfor meirionnydd,0.6762978608136377,0.3237021391863623,15,0.3531876885912293,0.12080813004444561,0.6270718232044198,0.3729281767955801,36.2,2015
clwyd south,0.5643061155607304,0.43569388443926954,34,0.45648668269341663,0.08503714128016444,0.44970414201183434,0.5502958579881657,67.6,2015
montgomeryshire,0.4119583972954429,0.5880416027045571,32,0.39697728508473895,0.0870073050441048,0.8893280632411067,0.11067193675889327,50.6,2015
ceredigion,0.45895429727626763,0.5410457027237323,39,0.44487539677845755,0.079793844998785,0.5314009661835749,0.4685990338164251,20.7,2015
preseli pembrokeshire,0.35664156706189404,0.6433584329381061,55,0.5969370576750792,0.06458938270553741,0.5897810218978102,0.4102189781021898,68.5,2015
carmarthen west and south pembrokeshire,0.6085368342876151,0.391463165712385,42,0.6052260131283146,0.07531201061533514,0.6035911602209945,0.3964088397790055,72.4,2015
carmarthen east and dinefwr,0.6107653203191076,0.38923467968089254,22,0.2715567969092173,0.10395170290585683,0.4669603524229075,0.5330396475770925,45.4,2015
brecon and radnorshire,0.5760162946786904,0.4239837053213096,38,0.5291480773279766,0.08016783758290486,0.7365591397849462,0.26344086021505375,55.8,2015
neath,0.3655794507420455,0.6344205492579545,33,0.4729288150929605,0.08383445374343593,0.2588832487309645,0.7411167512690355,59.099999999999994,2015
cynon valley,0.090874709806580245,0.9091252901934198,24,0.6104131137860251,0.05867157777413399,0.2023411371237458,0.7976588628762542,59.800000000000004,2015
merthyr tydfil and rhymney,0.21472023036691404,0.785279769633086,26,0.6109723474175,0.0805307998981406,0.1578125,0.8421875,64,2015
blaenau gwent,0.2995403700401557,0.7004596299598442,22,0.5954910899248455,0.09765801572006316,0.15697674418604654,0.8430232558139535,68.8,2015
bridgend,0.22479019509291465,0.7752098049070855,43,0.5079816990911217,0.06365962600680021,0.4646464646464646,0.5353535353535352,69.30000000000001,2015
ogmore,0.21365254390624544,0.7863474560937546,43,0.6867815855104132,0.0625067688220477,0.23110465116279072,0.7688953488372093,68.8,2015
pontypridd,0.17127092107924574,0.8287290789207543,47,0.658412097694332,0.05495398320063032,0.29623287671232873,0.7037671232876712,58.400000000000006,2015
caerphilly,0.2549077550050813,0.7450922449949188,39,0.577697150435173,0.06978534697480274,0.2721311475409836,0.7278688524590163,61,2015
islwyn,0.2577426152517779,0.742257384748222,32,0.48761075344950067,0.07732063104674745,0.23676012461059187,0.7632398753894081,64.2,2015
vale of glamorgan,0.5444342469093992,0.45556575309060077,54,0.5884374494932916,0.06777216703119064,0.5852417302798982,0.4147582697201018,78.6,2015
cardiff west,0.2846898630778054,0.7153101369221946,64,0.5138764429085042,0.05640832509182291,0.3823975720789074,0.6176024279210925,65.9,2015
cardiff south and penarth,0.3778681026361934,0.6221318973638066,59,0.47073497531753494,0.06312266772282397,0.38505747126436785,0.6149425287356322,69.6,2015
aberdeen north,0.26243123972187565,0.7375687602781245,29,0.3384105555121597,0.08169773646041666,0.31842105263157894,0.6815789473684211,38,2015
aberdeen south,0.37167124032814886,0.6283287596718511,40,0.4032882968033199,0.07640872486848022,0.4596774193548387,0.5403225806451613,49.6,2015
airdrie and shotts,0.16210123846082064,0.8378987615391794,12,0.21593681031347273,0.10638938972405754,0.18421052631578946,0.8157894736842105,41.800000000000004,2015
angus,0.5503270427032089,0.4496729572967912,31,0.392331698914301,0.08934658662230154,0.7671957671957672,0.23280423280423285,37.8,2015
argyll and bute,0.5136139509421306,0.4863860490578695,50,0.45398110914231216,0.07068446227280013,0.5889328063241107,0.41106719367588934,25.3,2015
ayr - carrick and cumnock,0.42386456583156246,0.5761354341684375,30,0.3303765798992787,0.09022257582667129,0.42038216560509556,0.5796178343949044,47.1,2015
banff and buchan,0.6022757593346801,0.3977242406653199,16,0.2702860231140045,0.12235697493719826,0.8323699421965318,0.1676300578034682,34.6,2015
berwickshire - roxburgh and selkirk,0.6171718248828516,0.38282817511714834,40,0.3397154211929554,0.07685550784648136,0.880195599022005,0.11980440097799512,40.9,2015
caithness - sutherland and easter ross,0.5079733120666255,0.4920266879333744,25,0.30432450760200863,0.09998728445051165,0.430379746835443,0.5696202531645569,15.8,2015
central ayrshire,0.35920731573711356,0.6407926842628865,25,0.3517742596465166,0.09595361797411313,0.39588100686498856,0.6041189931350114,43.7,2015
coatbridge - chryston and bellshill,0.09753149688975549,0.9024685031102446,16,0.2099567062593103,0.07417003438223851,0.15671641791044777,0.8432835820895523,40.199999999999996,2015
cumbernauld - kilsyth and kirkintilloch east,0.13535215558202907,0.8646478444179708,25,0.3107712810077923,0.06841986540803109,0.20844327176781005,0.79155672823219,37.9,2015
dumfries and galloway,0.37165787206005135,0.6283421279399487,44,0.4394754343517828,0.0728523254442359,0.5476190476190477,0.45238095238095244,54.599999999999994,2015
dumfriesshire - clydesdale and tweeddale,0.6304853879477595,0.3695146120522404,42,0.47892836020472396,0.07447811495941396,0.728937728937729,0.2710622710622711,54.599999999999994,2015
dundee east,0.4895042984296028,0.5104957015703973,34,0.3739533452450236,0.08573039824811698,0.42979942693409745,0.5702005730659025,34.9,2015
dundee west,0.4466782578578577,0.5533217421421422,31,0.30035579160198145,0.08929053553409445,0.26625386996904027,0.7337461300309598,32.3,2015
dunfermline and west fife,0.3312561263185243,0.6687438736814757,54,0.4665816557095534,0.06404938850937902,0.2723112128146453,0.7276887871853547,43.7,2015
east dunbartonshire,0.32939036993845217,0.6706096300615478,28,0.30802555964530054,0.0888201139805019,0.4114832535885168,0.5885167464114833,20.9,2015
east kilbride - strathaven and lesmahagow,0.20057266767971307,0.799427332320287,47,0.5791055464563666,0.058408552393947585,0.2942643391521197,0.7057356608478803,40.1,2015
east lothian,0.49142078500512315,0.5085792149948769,51,0.5149796549460192,0.07000369697101182,0.38613861386138615,0.6138613861386139,50.5,2015
east renfrewshire,0.3997518999096748,0.6002481000903253,41,0.5322778894595701,0.07650128620444013,0.39285714285714285,0.6071428571428571,56,2015
edinburgh east,0.2630586510861328,0.7369413489138671,46,0.34723367710075626,0.06491780709262072,0.24874371859296485,0.7512562814070352,39.8,2015
edinburgh north and leith,0.40465679961222245,0.5953432003877775,48,0.29930099568755875,0.07084455903299491,0.34105263157894733,0.6589473684210526,47.5,2015
edinburgh south,0.1715058995089954,0.8284941004910046,48,0.3364940235889157,0.054408107917272956,0.30918727915194344,0.6908127208480566,56.6,2015
edinburgh south west,0.5455422367211614,0.45445776327883863,47,0.46203804713591207,0.0726293277429456,0.42616033755274263,0.5738396624472574,47.4,2015
edinburgh west,0.5379040307430378,0.46209596925696206,47,0.38869106955502797,0.07272262729223802,0.5125000000000001,0.4875,24,2015
falkirk,0.5306725533866912,0.4693274466133087,43,0.4027957063471509,0.07610567843446842,0.32526881720430106,0.6747311827956989,37.2,2015
