pcon,share_conservative_poll,share_conservative_poll_unweighted,share_labor_poll_unweighted,share_labor_poll,N,share_joint_poll,share_joint_poll_unweighted,sd_poll,share_conservative,share_labor,country_name,region_name,share_joint,year
east yorkshire,0.6529795810856786,0.6610169491525423,0.3389830508474576,0.34702041891432145,59,0.676275391156879,0.7375,0.06197282725638718,0.6567108066335269,0.3432891933664731,England,Yorkshire and The Humber,47878,2017
eastbourne,0.8236017503441455,0.8378378378378379,0.16216216216216217,0.17639824965585446,37,0.4012669528749233,0.48684210526315785,0.0626620940580131,0.8442273060761689,0.1557726939238311,England,South East,29986,2017
eastleigh,0.6771163159884364,0.7105263157894737,0.2894736842105263,0.32288368401156364,38,0.633177043832124,0.6129032258064516,0.07585127598598602,0.7160845747713358,0.2839154252286642,England,South East,40343,2017
eddisbury,0.605364165169076,0.6896551724137931,0.3103448275862069,0.3946358348309239,29,0.8121854177247323,0.8285714285714285,0.09076274351452569,0.6285689677447138,0.3714310322552862,England,North West,46442,2017
edmonton,0.3832964223658497,0.5263157894736842,0.4736842105263157,0.6167035776341503,19,0.6202111186812901,0.7307692307692308,0.11153953157310117,0.24453746945096427,0.7554625305490358,England,London,41327,2017
ellesmere port and neston,0.41127677309874205,0.40625,0.59375,0.588723226901258,32,0.7613946533458023,0.8205128205128205,0.08698566494835297,0.3834997136077244,0.6165002863922756,England,North West,48884,2017
elmet and rothwell,0.5434687389925069,0.5609756097560975,0.4390243902439024,0.45653126100749303,41,0.8458610155554702,0.8200000000000001,0.07779122602892281,0.5893003515546731,0.41069964844532686,England,Yorkshire and The Humber,54899,2017
eltham,0.4679838342676926,0.47368421052631576,0.5263157894736842,0.5320161657323074,57,0.7221853210829519,0.8028169014084507,0.06609070921406102,0.4283894449499545,0.5716105550500455,England,London,43960,2017
enfield north,0.40195719133007296,0.46875,0.53125,0.5980428086699271,32,0.7104603898138853,0.7441860465116279,0.08667244510009223,0.38887804454855013,0.6111219554514499,England,London,46107,2017
enfield - southgate,0.45746311206835033,0.4722222222222222,0.5277777777777778,0.5425368879316498,36,0.8154579478410433,0.8,0.08303122123051236,0.4522718804111961,0.5477281195888039,England,London,45623,2017
epping forest,0.5933027422262297,0.5833333333333334,0.4166666666666667,0.4066972577737703,24,0.6407640023303908,0.5714285714285714,0.10026934524342127,0.7041471766522683,0.2958528233477317,England,East,44681,2017
epsom and ewell,0.9007260378540958,0.8518518518518519,0.14814814814814814,0.09927396214590418,27,0.6493541223288881,0.6585365853658537,0.05754825433712381,0.7041335167793265,0.29586648322067355,England,South East,50151,2017
erewash,0.5976254344908618,0.6326530612244898,0.3673469387755102,0.4023745655091382,49,0.7365318697435194,0.7777777777777777,0.07005380942612359,0.5478835755322744,0.4521164244677256,England,East Midlands,47344,2017
erith and thamesmead,0.19473242202048718,0.3142857142857143,0.6857142857142856,0.8052675779795128,35,0.618860350461232,0.6603773584905661,0.0669353004954405,0.37834094664204493,0.6216590533579551,England,London,41156,2017
esher and walton,0.8330544689573026,0.8333333333333334,0.16666666666666666,0.16694553104269733,24,0.646422861835932,0.631578947368421,0.07612345255886682,0.7486764580309111,0.2513235419690889,England,South East,46844,2017
exeter,0.4814004175499712,0.360655737704918,0.6393442622950819,0.5185995824500288,61,0.6673554457601524,0.7530864197530864,0.06397413098246854,0.3466653981543145,0.6533346018456855,England,South West,52555,2017
fareham,0.8537943097708639,0.836734693877551,0.16326530612244897,0.14620569022913604,49,0.7601602499575587,0.7000000000000001,0.05047318673371323,0.7143709597215315,0.2856290402784684,England,South East,50275,2017
faversham and mid kent,0.835857395613361,0.7931034482758621,0.20689655172413796,0.16414260438663897,29,0.6276177586202685,0.6444444444444444,0.06878246814810575,0.7007632531648489,0.29923674683515117,England,South East,43367,2017
feltham and heston,0.5441916612437505,0.625,0.37499999999999994,0.4558083387562495,40,0.7767774047491199,0.7272727272727273,0.07874755505355667,0.34182194197197946,0.6581780580280205,England,London,49321,2017
filton and bradley stoke,0.44115519641780404,0.40625,0.59375,0.558844803582196,32,0.5681307080032296,0.6037735849056604,0.0877740866321342,0.5450653932197557,0.4549346067802444,England,South West,46488,2017
finchley and golders green,0.471783586183244,0.4594594594594594,0.5405405405405406,0.528216413816756,37,0.595810207715777,0.6981132075471699,0.08206850039157658,0.5174270629561852,0.4825729370438148,England,London,47541,2017
folkestone and hythe,0.6493157582765694,0.6451612903225806,0.3548387096774194,0.35068424172343066,62,0.7043873083251033,0.7380952380952381,0.06060245980452911,0.6573096788681787,0.34269032113182124,England,South East,48983,2017
forest of dean,0.6365275526867533,0.5666666666666667,0.4333333333333333,0.36347244731324674,30,0.6791390594585512,0.6666666666666666,0.087818036749741,0.6017562647247805,0.39824373527521956,England,South West,46690,2017
fylde,0.5754509407016191,0.6470588235294118,0.35294117647058826,0.4245490592983808,34,0.6648622515829508,0.6938775510204082,0.08476735559706251,0.6377061801553787,0.3622938198446212,England,North West,42863,2017
gainsborough,0.7398302172760373,0.7380952380952381,0.26190476190476186,0.2601697827239628,42,0.6824119584334176,0.7000000000000001,0.06769706100417555,0.6828189101531456,0.3171810898468544,England,East Midlands,46557,2017
garston and halewood,0.49367015480452464,0.4782608695652174,0.5217391304347826,0.5063298451954753,23,0.7869820831342855,0.8214285714285714,0.10424885215921134,0.1851162608474211,0.814883739152579,England,North West,51049,2017
gateshead,0.20460831607322175,0.25925925925925924,0.7407407407407407,0.7953916839267783,27,0.602962079850978,0.6585365853658537,0.07763727461654789,0.2686790037864647,0.7313209962135353,England,North East,37502,2017
gedling,0.47250889109494876,0.5,0.5,0.5274911089050512,48,0.6389803567681841,0.6956521739130435,0.07205961636774133,0.4520746549048436,0.5479253450951564,England,East Midlands,48972,2017
gillingham and rainham,0.697693674976561,0.6428571428571429,0.35714285714285715,0.302306325023439,42,0.6238154793491519,0.7368421052631579,0.07086493035450675,0.6053584197354308,0.3946415802645692,England,South East,44752,2017
gloucester,0.6164841812862933,0.5777777777777778,0.4222222222222222,0.38351581871370655,45,0.7058300730973419,0.7258064516129032,0.07248470114599079,0.556446335078534,0.443553664921466,England,South West,48896,2017
gosport,0.6585455843513623,0.6415094339622641,0.3584905660377359,0.3414544156486377,53,0.7511580805738617,0.7794117647058824,0.06513604017640297,0.6952113059456027,0.3047886940543974,England,South East,44083,2017
grantham and stamford,0.6499990846827407,0.6944444444444444,0.3055555555555556,0.3500009153172593,36,0.6629388515658439,0.6545454545454545,0.07949498142691147,0.7005949766401789,0.2994050233598211,England,East Midlands,50086,2017
gravesham,0.6339211509834324,0.6363636363636364,0.36363636363636365,0.36607884901656756,22,0.6146446702461843,0.6875,0.10270547593599705,0.6035632769738737,0.39643672302612626,England,South East,45127,2017
great grimsby,0.3517247237829136,0.35714285714285715,0.6428571428571429,0.6482752762170864,28,0.6412665082888833,0.6666666666666666,0.09024063909956588,0.46056879323597233,0.5394312067640277,England,Yorkshire and The Humber,32525,2017
great yarmouth,0.6461978481606002,0.6571428571428573,0.34285714285714286,0.3538021518393998,35,0.56297376108055,0.564516129032258,0.08082188338619509,0.600090386401868,0.39990961359813204,England,East,39829,2017
greenwich and woolwich,0.44525306045024915,0.5,0.5,0.5547469395497509,28,0.46404287793228916,0.4666666666666667,0.09392298756540912,0.28294492413446226,0.7170550758655377,England,London,47716,2017
guildford,0.8257602936338294,0.8108108108108109,0.1891891891891892,0.17423970636617064,37,0.5537847777706628,0.5692307692307692,0.06235908028801901,0.7417972575905974,0.25820274240940255,England,South East,40840,2017
hackney north and stoke newington,0.0869660547641642,0.13636363636363638,0.8636363636363635,0.9130339452358358,22,0.5509141880903836,0.6285714285714286,0.06007682962935521,0.14427729748334717,0.8557227025166528,England,London,49391,2017
hackney south and shoreditch,0.06023537434079605,0.15,0.85,0.939764625659204,40,0.8298240403822634,0.7692307692307693,0.03761883637847542,0.12081892156666733,0.8791810784333327,England,London,50017,2017
halesowen and rowley regis,0.5249663716280112,0.5652173913043478,0.4347826086956522,0.4750336283719888,46,0.8975404091155433,0.8679245283018868,0.07362901724298707,0.5644207892865026,0.4355792107134973,England,West Midlands,40771,2017
halifax,0.46746387355392316,0.5227272727272727,0.4772727272727273,0.5325361264460768,44,0.7331264152826726,0.7857142857142857,0.07521807696109131,0.44110171348437704,0.5588982865156229,England,Yorkshire and The Humber,45638,2017
haltemprice and howden,0.6586524074349476,0.7586206896551725,0.2413793103448276,0.3413475925650524,29,0.6078583106298163,0.6590909090909091,0.08804963600447495,0.6628263397103901,0.33717366028961,England,Yorkshire and The Humber,47305,2017
halton,0.3102054864635412,0.42307692307692313,0.576923076923077,0.6897945135364588,26,0.7812649330616797,0.7647058823529411,0.09071893251463321,0.22872397223705285,0.7712760277629471,England,North West,46825,2017
hammersmith,0.44821689785533564,0.45454545454545453,0.5454545454545454,0.5517831021446644,33,0.7817938793456753,0.7674418604651163,0.08657078209823017,0.3061186303249548,0.6938813696750452,England,London,48099,2017
hampstead and kilburn,0.42475364327368864,0.4,0.6000000000000001,0.5752463567263113,45,0.7386499477625251,0.7377049180327868,0.07368672212661392,0.3542197571578474,0.6457802428421526,England,London,53368,2017
harborough,0.5981229232736879,0.7096774193548387,0.2903225806451613,0.4018770767263122,31,0.6661687151749036,0.6595744680851063,0.08805641372259439,0.6298990405718944,0.3701009594281056,England,East Midlands,47841,2017
harlow,0.6388789932577053,0.606060606060606,0.3939393939393939,0.36112100674229475,33,0.5753158871383761,0.6734693877551021,0.08361394425386638,0.5848560187308407,0.4151439812691593,England,East,41429,2017
harrogate and knaresborough,0.665067391618227,0.6666666666666666,0.3333333333333333,0.3349326083817729,36,0.5435353056136446,0.631578947368421,0.07866115026992444,0.7342088076133607,0.2657911923866393,England,Yorkshire and The Humber,42872,2017
harrow east,0.5950607554849366,0.7142857142857143,0.28571428571428575,0.4049392445150634,35,0.7466987921551759,0.7446808510638298,0.08297391203894547,0.5181130285973485,0.48188697140265147,England,London,48501,2017
harrow west,0.5502789843238178,0.6206896551724138,0.37931034482758624,0.4497210156761823,29,0.6378423730468843,0.8055555555555556,0.09237704292647704,0.36121419338698246,0.6387858066130175,England,London,47966,2017
hartlepool,0.4119764838057796,0.47619047619047616,0.5238095238095238,0.5880235161942204,21,0.5604762941851904,0.5833333333333334,0.1074048550372011,0.39459325396825395,0.605406746031746,England,North East,36288,2017
harwich and north essex,0.5063407285533741,0.43333333333333335,0.5666666666666667,0.493659271446626,30,0.7093167106133123,0.7317073170731707,0.09127975225671398,0.6578067976959944,0.34219320230400563,England,East,45486,2017
hastings and rye,0.4817104326529047,0.4615384615384615,0.5384615384615384,0.5182895673470952,65,0.7649514748539192,0.7926829268292683,0.06197586276139546,0.5033928221219847,0.4966071778780153,England,South East,50990,2017
havant,0.6604243087892474,0.6764705882352942,0.3235294117647059,0.33957569121075254,34,0.8096980292761368,0.8095238095238095,0.08121576946799915,0.7025078688191695,0.29749213118083057,England,South East,39396,2017
hayes and harlington,0.704291734113161,0.6842105263157895,0.3157894736842105,0.29570826588683896,19,0.4549237950263897,0.6551724137931034,0.10469627434507313,0.30083338830617673,0.6991666116938232,England,London,45477,2017
hazel grove,0.7392118727674823,0.76,0.24,0.2607881272325177,25,0.6148317021005458,0.5813953488372093,0.08781291019595555,0.6893030292610803,0.31069697073891966,England,North West,29083,2017
hemel hempstead,0.4986317784902221,0.48717948717948717,0.5128205128205129,0.5013682215097779,39,0.6395347715468855,0.6724137931034483,0.08006377713725864,0.598334200937012,0.40166579906298805,England,East,48025,2017
hemsworth,0.4220247293554012,0.40625,0.59375,0.5779752706445989,32,0.5686704374155582,0.6956521739130435,0.08730690428881856,0.37684597879242726,0.6231540212075728,England,Yorkshire and The Humber,41306,2017
hendon,0.5792978861327964,0.75,0.25,0.42070211386720346,36,0.6502204591928067,0.6545454545454545,0.08227863318810022,0.5109200554152066,0.4890799445847934,England,London,49084,2017
henley,0.6605298133878201,0.6,0.4,0.3394701866121798,25,0.5950196293065869,0.6097560975609756,0.09470589823525706,0.7465932218387753,0.25340677816122464,England,South East,45204,2017
hereford and south herefordshire,0.7453881669354875,0.6538461538461539,0.3461538461538462,0.25461183306451257,26,0.699628492752872,0.7647058823529411,0.08543658186227537,0.6924990383382484,0.3075009616617515,England,West Midlands,38995,2017
hertford and stortford,0.7264235448236682,0.675,0.325,0.27357645517633183,40,0.6535987964391421,0.6557377049180327,0.07048623595239788,0.6784542403390021,0.32154575966099785,England,East,53333,2017
hertsmere,0.7422020008966048,0.7058823529411765,0.29411764705882354,0.25779799910339524,34,0.7289819888042287,0.7391304347826086,0.07501729031317911,0.6806950218526809,0.31930497814731906,England,East,46905,2017
hexham,0.6588166670791876,0.6875,0.3125,0.3411833329208124,32,0.6619575598697505,0.7272727272727273,0.08381103489730977,0.6133084699185396,0.3866915300814604,England,North East,40756,2017
heywood and middleton,0.43916199539122514,0.47058823529411764,0.5294117647058824,0.560838004608775,34,0.6235790202107352,0.6538461538461539,0.08511216426423338,0.4163683875359582,0.5836316124640418,England,North West,45539,2017
high peak,0.5522873290404685,0.5121951219512195,0.4878048780487804,0.4477126709595314,41,0.9186264050390442,0.9318181818181819,0.07765873362249166,0.47731713035323536,0.5226828696467646,England,East Midlands,51184,2017
hitchin and harpenden,0.5288611283089197,0.5,0.5,0.4711388716910803,26,0.5052347417721976,0.52,0.09789457344761174,0.6194808032256143,0.3805191967743858,England,East,50347,2017
holborn and st pancras,0.23034303482373678,0.32608695652173914,0.6739130434782609,0.7696569651762633,46,0.695987602495189,0.7076923076923077,0.06208078907708252,0.20763938133660426,0.7923606186633958,England,London,52177,2017
hornchurch and upminster,0.5145988832380317,0.6590909090909091,0.3409090909090909,0.4854011167619683,44,0.8445971733128713,0.7457627118644068,0.07534569913046892,0.6780239869819394,0.32197601301806056,England,London,49777,2017
hornsey and wood green,0.19429521881181192,0.19047619047619047,0.8095238095238095,0.8057047811881881,42,0.7031222257278235,0.6666666666666666,0.06105122493187918,0.1849791933418694,0.8150208066581306,England,London,49984,2017
horsham,0.8060508104419625,0.8518518518518519,0.14814814814814814,0.19394918955803744,27,0.44579880195251076,0.47368421052631576,0.07609275563606271,0.733309489747258,0.266690510252742,England,South East,50328,2017
houghton and sunderland south,0.41105613918075357,0.46341463414634143,0.5365853658536586,0.5889438608192463,41,0.7455398883991142,0.803921568627451,0.07684145692911755,0.3331801346346211,0.6668198653653788,England,North East,36989,2017
hove,0.5133683267377688,0.4565217391304348,0.5434782608695653,0.48663167326223117,46,0.8793464720195165,0.8846153846153846,0.07369462369633337,0.32987465307381136,0.6701253469261886,England,South East,55127,2017
huddersfield,0.40890577385024984,0.4516129032258065,0.5483870967741935,0.5910942261497502,31,0.7033880829386572,0.7209302325581395,0.08829968069978038,0.3533650909979235,0.6466349090020764,England,Yorkshire and The Humber,40935,2017
huntingdon,0.6353080712954086,0.5555555555555556,0.4444444444444445,0.36469192870459144,36,0.6498491642264902,0.7826086956521738,0.08022394451407687,0.640930775971181,0.359069224028819,England,East,51355,2017
hyndburn,0.4903261717654635,0.4,0.6000000000000001,0.5096738282345364,35,0.6243873444194403,0.7142857142857142,0.08449960558611057,0.43146729522687094,0.568532704773129,England,North West,42425,2017
ilford north,0.5523226806525309,0.5555555555555556,0.4444444444444445,0.4476773193474692,36,0.7153486616005209,0.72,0.08287580016193798,0.40648829042084633,0.5935117095791537,England,London,51539,2017
ilford south,0.44397497093115634,0.5,0.5,0.5560250290688437,34,0.8581388010141388,0.7906976744186046,0.08520929183622199,0.216429813085787,0.783570186914213,England,London,55801,2017
ipswich,0.33085756213901824,0.3529411764705882,0.6470588235294117,0.6691424378609818,34,0.8019208677855285,0.7906976744186047,0.08069383599799851,0.4912741247873659,0.5087258752126341,England,East,47617,2017
isle of wight,0.6060011739953766,0.6164383561643835,0.3835616438356164,0.39399882600462355,73,0.6274112246862097,0.6083333333333334,0.057190351604071175,0.6904594022888756,0.30954059771112435,England,South East,55311,2017
islington north,0.2643899284477103,0.37777777777777777,0.6222222222222222,0.7356100715522896,45,0.6212884146488501,0.6521739130434783,0.06574156374828213,0.1463253615009477,0.8536746384990523,England,London,46957,2017
islington south and finsbury,0.41499042815611104,0.41379310344827586,0.5862068965517242,0.585009571843889,29,0.7214751321870814,0.6904761904761905,0.0914958775583338,0.24742602148929274,0.7525739785107073,England,London,40113,2017
jarrow,0.3678903006578568,0.36842105263157887,0.631578947368421,0.6321096993421432,38,0.6244006030454746,0.7307692307692308,0.07822824690738878,0.2774067101632411,0.7225932898367589,England,North East,38777,2017
keighley,0.49384842355497266,0.46341463414634143,0.5365853658536586,0.5061515764450273,41,0.8581380383070325,0.8723404255319149,0.07808097080989473,0.497503812169699,0.502496187830301,England,Yorkshire and The Humber,47873,2017
kenilworth and southam,0.7676407798317347,0.7297297297297297,0.2702702702702703,0.2323592201682653,37,0.7794803645982733,0.7551020408163265,0.06943175007254808,0.7038432044747169,0.29615679552528307,England,West Midlands,44338,2017
kensington,0.6917955666844591,0.5909090909090909,0.4090909090909091,0.30820443331554087,22,0.7027258694488133,0.6875,0.09844575354436372,0.4996936837591129,0.5003063162408871,England,London,32646,2017
kettering,0.6966879636740099,0.7058823529411765,0.29411764705882354,0.30331203632599013,34,0.6038179156365507,0.6666666666666666,0.07883598852453323,0.613156203128348,0.38684379687165205,England,East Midlands,46670,2017
kingston and surbiton,0.737595238434847,0.7837837837837839,0.21621621621621623,0.262404761565153,37,0.3838763547221572,0.4457831325301205,0.0723259331967875,0.7201799993918939,0.2798200006081061,England,London,32889,2017
kingston upon hull east,0.5010704152083696,0.5172413793103449,0.48275862068965525,0.4989295847916304,29,0.63351255561134,0.6444444444444444,0.09284745632065862,0.339140929628025,0.660859070371975,England,Yorkshire and The Humber,32314,2017
kingston upon hull north,0.2833062737205692,0.32499999999999996,0.6749999999999999,0.7166937262794308,40,0.5575099478980846,0.6666666666666667,0.07124672430911037,0.2833151779230211,0.7166848220769789,England,Yorkshire and The Humber,33048,2017
kingston upon hull west and hessle,0.32931157674656625,0.4,0.6,0.6706884232534337,25,0.582631053978363,0.6097560975609756,0.09399265123769128,0.3599916256673296,0.6400083743326703,England,Yorkshire and The Humber,28659,2017
kingswood,0.6525565383959572,0.6153846153846154,0.38461538461538464,0.34744346160404294,39,0.7494849224986386,0.7647058823529411,0.07624631182213355,0.5815075639019301,0.4184924360980699,England,South West,46008,2017
knowsley,0.36110668998212975,0.3461538461538461,0.6538461538461539,0.6388933100178703,26,0.743648651237725,0.7428571428571429,0.0941987768237342,0.09786998933089468,0.9021300106691054,England,North West,52488,2017
lancaster and fleetwood,0.29174053782939663,0.35416666666666663,0.6458333333333334,0.7082594621706033,48,0.6814996822216247,0.7272727272727273,0.06561059308786879,0.42434636440042706,0.5756536355995729,England,North West,44023,2017
leeds central,0.41180266153311307,0.41860465116279066,0.5813953488372092,0.5881973384668869,43,0.7653013428090747,0.8113207547169812,0.07505365979446435,0.2257683762266247,0.7742316237733753,England,Yorkshire and The Humber,43208,2017
leeds east,0.35929293338089724,0.3783783783783784,0.6216216216216217,0.6407070666191028,37,0.5338454170109377,0.7551020408163265,0.07887751733310142,0.3326684862481629,0.6673315137518371,England,Yorkshire and The Humber,38104,2017
leeds north east,0.5235932381114207,0.5294117647058824,0.47058823529411764,0.47640676188857933,51,0.8143248404256485,0.8360655737704918,0.0699360154510182,0.32968464946572845,0.6703153505342716,England,Yorkshire and The Humber,49881,2017
leeds north west,0.3207563356325596,0.33333333333333337,0.6666666666666667,0.6792436643674403,42,0.6773945611006169,0.7,0.07202375745347807,0.3082370480805069,0.6917629519194931,England,Yorkshire and The Humber,29513,2017
leeds west,0.3162998722371704,0.3555555555555555,0.6444444444444445,0.6837001277628295,45,0.5716758406935464,0.6428571428571429,0.06932279776682737,0.2902708809542576,0.7097291190457423,England,Yorkshire and The Humber,38061,2017
leicester east,0.4268576645338553,0.43749999999999994,0.5625,0.5731423354661446,16,0.6363338967607612,0.6153846153846154,0.12365531700117012,0.26541711990628397,0.734582880093716,England,East Midlands,47804,2017
leicester south,0.39653671488630876,0.3333333333333333,0.6666666666666666,0.6034632851136912,24,0.6670605141139039,0.5714285714285714,0.09985308971882205,0.22674963061619463,0.7732503693838054,England,East Midlands,48053,2017
leicester west,0.20414396918027497,0.21212121212121207,0.7878787878787878,0.7958560308197249,33,0.6102137590979624,0.6734693877551021,0.0701662979248062,0.3401087145087608,0.6598912854912392,England,East Midlands,34586,2017
leigh,0.4694387812351366,0.48648648648648657,0.5135135135135135,0.5305612187648634,37,0.6803746194021247,0.7551020408163265,0.08204580327683256,0.38926750115901715,0.6107324988409828,England,North West,43140,2017
lewes,0.6380468535532501,0.5925925925925927,0.40740740740740744,0.3619531464467498,27,0.5380165293196382,0.5869565217391304,0.09248484685172456,0.8156934306569343,0.1843065693430657,England,South East,32880,2017
lewisham east,0.7162680347455552,0.6571428571428571,0.34285714285714286,0.28373196525444483,35,0.4869231977866907,0.6363636363636364,0.07620051314924617,0.2529407654142694,0.7470592345857305,England,London,42931,2017
lewisham west and penge,0.2844892014181349,0.47619047619047616,0.5238095238095238,0.7155107985818652,42,0.7850863702216984,0.7636363636363637,0.0696171666867493,0.2570079731430969,0.742992026856903,England,London,47660,2017
lewisham - deptford,0.2290403997472411,0.2542372881355932,0.7457627118644069,0.7709596002527589,59,0.758049500139919,0.7195121951219512,0.054707371769688096,0.15117046158766967,0.8488295384123303,England,London,50023,2017
leyton and wanstead,0.4397222213535672,0.48717948717948717,0.5128205128205128,0.5602777786464329,39,0.7133653130054574,0.609375,0.07948013610918553,0.22997539475884474,0.7700246052411552,England,London,41861,2017
lichfield,0.8088888229335267,0.7966101694915254,0.20338983050847453,0.1911111770664733,59,0.7475892450391798,0.7763157894736843,0.05118720958266827,0.6878576483672025,0.31214235163279747,England,West Midlands,49455,2017
lincoln,0.5291830717677771,0.5,0.5,0.4708169282322228,56,0.717103121369735,0.7088607594936709,0.06670140664641681,0.48295958163446195,0.517040418365538,England,East Midlands,45128,2017
liverpool - riverside,0.17536975022696927,0.16666666666666666,0.8333333333333334,0.8246302497730308,48,0.7792410182777204,0.7619047619047619,0.05488913085565827,0.10280435791474221,0.8971956420852578,England,North West,45251,2017
liverpool - walton,0.2757189491881189,0.16666666666666666,0.8333333333333334,0.7242810508118811,18,0.6078666917008566,0.75,0.10532964398779418,0.09105756426040855,0.9089424357395914,England,North West,39799,2017
liverpool - wavertree,0.07625929018356059,0.1111111111111111,0.8888888888888888,0.9237407098164394,36,0.7905076768994576,0.7659574468085106,0.04423542159233558,0.1313801040832666,0.8686198959167334,England,North West,39968,2017
liverpool - west derby,0.14901470656510846,0.14285714285714288,0.8571428571428572,0.8509852934348915,21,0.7594189180517358,0.7777777777777777,0.0777080383757731,0.10668355882774777,0.8933164411722523,England,North West,41834,2017
loughborough,0.7017020947249805,0.7,0.3,0.29829790527501965,50,0.7158633822563306,0.78125,0.06470181836448725,0.542882973380211,0.45711702661978904,England,East Midlands,49775,2017
louth and horncastle,0.55934073821105,0.6111111111111112,0.38888888888888895,0.4406592617889501,54,0.6911857979819676,0.72,0.06756049097312002,0.7053423941453215,0.29465760585467854,England,East Midlands,47825,2017
ludlow,0.7055618224849828,0.7142857142857143,0.28571428571428575,0.29443817751501733,21,0.5105727728513851,0.5675675675675675,0.09946148743457306,0.7212712253327215,0.2787287746672786,England,West Midlands,43580,2017
luton north,0.5221030881249797,0.56,0.44000000000000006,0.47789691187502026,25,0.5135782584871612,0.641025641025641,0.09990224291683132,0.3409865828277908,0.6590134171722092,England,East,45166,2017
luton south,0.6339607965204024,0.6521739130434782,0.34782608695652173,0.36603920347959773,23,0.606562579085554,0.696969696969697,0.10044563855219082,0.34061305313279766,0.6593869468672023,England,East,43683,2017
macclesfield,0.30860296057443637,0.41176470588235287,0.5882352941176471,0.6913970394255636,34,0.610025738158214,0.6415094339622642,0.07921808566882448,0.5885924828125644,0.4114075171874357,England,North West,48582,2017
maidenhead,0.8615714146358558,0.8400000000000001,0.16,0.1384285853641441,25,0.605779660662307,0.641025641025641,0.06906985221302446,0.7700851385287573,0.22991486147124277,England,South East,48979,2017
maidstone and the weald,0.7268811068922558,0.7222222222222222,0.2777777777777778,0.2731188931077443,18,0.33159425060779413,0.43902439024390244,0.10501982969773554,0.7183226982680037,0.28167730173199634,England,South East,40589,2017
makerfield,0.34487714740311415,0.3333333333333333,0.6666666666666666,0.6551228525968859,48,0.7565625060898333,0.8135593220338984,0.06860771649418113,0.34234423023190835,0.6576557697680916,England,North West,42948,2017
maldon,0.8261825968376001,0.7428571428571428,0.2571428571428572,0.17381740316239988,35,0.7517244263977093,0.813953488372093,0.06405464486788484,0.7615422396856582,0.23845776031434185,England,East,44792,2017
manchester central,0.22004468677622716,0.2413793103448276,0.7586206896551725,0.7799553132237728,29,0.5447940328361072,0.5471698113207547,0.07692921569540163,0.1547161524102339,0.8452838475897662,England,North West,45535,2017
manchester - gorton,0.08442218483563847,0.16129032258064518,0.8387096774193549,0.9155778151643615,31,0.6427959914034923,0.6458333333333333,0.04993385287241892,0.08727887617065556,0.9127211238293444,England,North West,38440,2017
manchester - withington,0.19148632381392083,0.175,0.825,0.8085136761860792,40,0.8416347885703758,0.7843137254901962,0.062213204307074374,0.1258133503207899,0.8741866496792101,England,North West,43954,2017
mansfield,0.6766932326492318,0.6499999999999999,0.35,0.32330676735076835,40,0.6692111968214698,0.7547169811320755,0.07395598379035405,0.5115577230082883,0.48844227699171167,England,East Midlands,45727,2017
meon valley,0.6981647138688128,0.7142857142857143,0.28571428571428575,0.30183528613118726,49,0.7176469631758928,0.7205882352941175,0.06557916950530823,0.781982614803758,0.21801738519624198,England,South East,45556,2017
meriden,0.7992448722877153,0.7666666666666667,0.23333333333333336,0.2007551277122846,30,0.7659845531773528,0.8108108108108107,0.07313287140757543,0.6977218423004037,0.30227815769959626,England,West Midlands,48548,2017
mid bedfordshire,0.7224927967846801,0.6904761904761906,0.3095238095238095,0.2775072032153198,42,0.8110951575961405,0.7777777777777778,0.06909223569136905,0.6844205382411362,0.31557946175886376,England,East,56889,2017
mid derbyshire,0.5325573100616152,0.5897435897435898,0.4102564102564103,0.4674426899383847,39,0.673274454614063,0.709090909090909,0.07989416421702668,0.6225058004640371,0.37749419953596286,England,East Midlands,47410,2017
mid dorset and north poole,0.9449725915071258,0.8857142857142858,0.11428571428571428,0.055027408492874186,35,0.6245923447437698,0.625,0.03854473942518249,0.8165276508226691,0.1834723491773309,England,South West,35008,2017
mid norfolk,0.7835734678768048,0.7352941176470588,0.2647058823529412,0.21642653212319518,34,0.5389853568612747,0.6071428571428572,0.07062454337516576,0.6622553964091185,0.3377446035908816,England,East,49570,2017
mid sussex,0.5498367469861202,0.6326530612244898,0.3673469387755102,0.4501632530138798,49,0.716781158800681,0.7205882352941176,0.07107287129186658,0.6948168980610406,0.3051831019389594,England,South East,50491,2017
mid worcestershire,0.7009085083092174,0.6857142857142857,0.31428571428571433,0.2990914916907827,35,0.5031252899933973,0.7,0.07739246387988306,0.7399399275839368,0.2600600724160632,England,West Midlands,48608,2017
middlesbrough,0.6702047825231745,0.6363636363636364,0.3636363636363636,0.32979521747682544,22,0.5847005530332909,0.6111111111111112,0.10023389283576119,0.2893881888568392,0.7106118111431607,England,North East,32935,2017
middlesbrough south and east cleveland,0.5402489873176569,0.5581395348837209,0.44186046511627913,0.4597510126823431,43,0.6546407982805222,0.7678571428571428,0.0760018388730876,0.5110232135909739,0.4889767864090261,England,North East,46266,2017
milton keynes north,0.6902618145300161,0.608695652173913,0.3913043478260869,0.309738185469984,46,0.5712368146930695,0.6216216216216217,0.06817503717760912,0.5168059361119147,0.4831940638880852,England,South East,58759,2017
