pcon,share_conservative_poll,share_conservative_poll_unweighted,share_labor_poll_unweighted,share_labor_poll,N,share_joint_poll,share_joint_poll_unweighted,sd_poll,share_conservative,share_labor,country_name,region_name,share_joint,year
barnsley east,0.45770212983735653,0.5666666666666667,0.43333333333333335,0.5422978701626434,30,0.86640831238578,0.7894736842105263,0.09095986114393245,0.3117328571023613,0.6882671428976387,England,Yorkshire and The Humber,35277,2017
barrow and furness,0.5374680514795682,0.5365853658536585,0.46341463414634143,0.4625319485204318,41,0.7640000416759836,0.8200000000000001,0.07786732699047823,0.4976764869371873,0.5023235130628126,England,North West,44975,2017
basildon and billericay,0.5880221855400823,0.5714285714285714,0.42857142857142855,0.4119778144599176,28,0.6573305317942852,0.7567567567567568,0.09301537792459515,0.6619844301532808,0.3380155698467192,England,East,41362,2017
basingstoke,0.7204904454986151,0.627906976744186,0.3720930232558139,0.2795095545013849,43,0.6134630455457587,0.6515151515151516,0.06843499095539966,0.5955119667433507,0.40448803325664934,England,South East,49554,2017
bassetlaw,0.4826162830793887,0.46808510638297873,0.5319148936170213,0.5173837169206114,47,0.7456736977579923,0.8103448275862069,0.07288840295142308,0.4515594425142766,0.5484405574857234,England,East Midlands,50082,2017
bath,0.7783136260835917,0.7083333333333334,0.2916666666666667,0.22168637391640844,24,0.40764964206802534,0.4444444444444444,0.0847893285188361,0.7090843691299309,0.29091563087006916,England,South West,25021,2017
batley and spen,0.4159970650636381,0.49019607843137253,0.5098039215686274,0.5840029349363619,51,0.7375295384658468,0.8095238095238095,0.06901882478673983,0.411674256313206,0.588325743686794,England,Yorkshire and The Humber,50727,2017
battersea,0.4107953790385626,0.4761904761904762,0.5238095238095238,0.5892046209614374,42,0.655827458433315,0.7,0.0759138822236415,0.47492110945025745,0.5250788905497425,England,London,48168,2017
beaconsfield,0.7917567009484114,0.7692307692307693,0.23076923076923078,0.20824329905158864,26,0.7811233980171621,0.7878787878787878,0.0796333007873975,0.7526299536798765,0.24737004632012352,England,South East,48575,2017
beckenham,0.6151893759082722,0.6486486486486487,0.35135135135135137,0.38481062409172795,37,0.7651107466387872,0.74,0.07998841261992733,0.6633605474586916,0.33663945254130845,England,London,46177,2017
bedford,0.4856164309737466,0.5263157894736842,0.47368421052631576,0.5143835690262534,38,0.7405471159361416,0.8085106382978724,0.08107714210651272,0.4911616444494231,0.5088383555505769,England,East,44635,2017
bermondsey and old southwark,0.5739116630139142,0.4883720930232558,0.5116279069767441,0.42608833698608584,43,0.6317363143395937,0.6825396825396826,0.07541159402418073,0.19567910794486604,0.804320892055134,England,London,38742,2017
berwick-upon-tweed,0.5197140775704157,0.5833333333333333,0.41666666666666663,0.48028592242958423,24,0.6400879219166244,0.6666666666666667,0.10198270996136788,0.6811959764988157,0.3188040235011843,England,North East,32509,2017
bethnal green and bow,0.4682363480741253,0.32258064516129037,0.6774193548387097,0.5317636519258746,31,0.663805306672687,0.6595744680851063,0.08962125871371178,0.14988623998417253,0.8501137600158275,England,London,50545,2017
beverley and holderness,0.5222040622400849,0.5471698113207547,0.45283018867924524,0.4777959377599152,53,0.681734507474526,0.7361111111111112,0.06861252699584415,0.6377855404662847,0.36221445953371534,England,Yorkshire and The Humber,50956,2017
bexhill and battle,0.7665534285289075,0.7674418604651163,0.23255813953488375,0.2334465714710924,43,0.6842983486634522,0.6615384615384615,0.06451054893716268,0.7150146479638361,0.284985352036164,England,South East,51543,2017
bexleyheath and crayford,0.23191676656790788,0.4761904761904762,0.5238095238095238,0.7680832334320922,21,0.5044925687698055,0.5526315789473684,0.09210019904652356,0.6102349767939154,0.38976502320608464,England,London,41153,2017
birkenhead,0.17194662790784515,0.1904761904761905,0.8095238095238095,0.8280533720921549,21,0.5590808904506669,0.6774193548387096,0.08234104023857008,0.19335608864958415,0.8066439113504158,England,North West,41602,2017
birmingham - edgbaston,0.5957344850509432,0.6666666666666666,0.3333333333333333,0.4042655149490568,24,0.6112234783185748,0.631578947368421,0.10017378823242443,0.416321889138903,0.583678110861097,England,West Midlands,41331,2017
birmingham - erdington,0.5589229521827979,0.5238095238095238,0.4761904761904762,0.44107704781720214,42,0.6655693797349876,0.75,0.07661407394424898,0.398415929943944,0.601584070056056,England,West Midlands,35857,2017
birmingham - hall green,0.2935561020510234,0.2916666666666667,0.7083333333333334,0.7064438979489766,24,0.701800184755285,0.6857142857142857,0.09295628833839782,0.16286599658336975,0.8371340034166302,England,West Midlands,50342,2017
